Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"Matthew told Joshua that he needed the client.
",Who needed the client?,Matthew,Joshua,"Matthew was emailed by Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"The sister-in-law told Amanda that the client admired her.
",Who did the client admire?,the sister-in-law,Amanda,"William was told by Joshua that he educated the saleswoman.
",Who educated the saleswoman?,William,Joshua,"William told Joshua that he distracted the saleswoman.
",Who distracted the saleswoman?,William,Joshua,"Kimberly told the aunt that the granddaughter met with her.
",Who did the granddaughter meet with?,Kimberly,the aunt,"Kimberly told the aunt that she debated with the granddaughter.
",Who debated with the granddaughter?,Kimberly,the aunt,"Matthew sent a message to Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law was contacted by Amanda because she is attending a conference next week.
",Who is attending a conference next week?,the sister-in-law,Amanda,"William told Joshua that he discussed it with the saleswoman.
",Who discussed it with the saleswoman?,William,Joshua,prob-Q0-Name1,Ambiguous,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name2,prob-Q5-Name1,prob-Q6-Name2,prob-Q7-Name2,prob-Q8-Name1,Ambiguous,yes
"The sister-in-law sent Amanda some roses before she told her to buy lilies.
",Who told her to buy lilies?,the sister-in-law,Amanda,"William was told by Joshua that he exhilarated the saleswoman.
",Who exhilarated the saleswoman?,William,Joshua,"The sister-in-law was told by Amanda that the client appreciated her.
",Who did the client appreciate?,the sister-in-law,Amanda,"The sister-in-law was baked some egg tarts by Amanda after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Melissa was told by Jennifer that the father-in-law scared her.
",Who did the father-in-law scar?,Melissa,Jennifer,"The sister-in-law was texted by Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law wrote a letter to Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"The son was told by Robert that he embarrassed Brian.
",Who embarrassed Brian?,the son,Robert,"Matthew told Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,"Melissa told Jennifer that she flattered the father-in-law.
",Who flattered the father-in-law?,Melissa,Jennifer,def-Q0-Name2,prob-Q1-Name1,prob-Q2-Name1,Ambiguous,def-Q4-Name2,def-Q5-Name1,def-Q6-Name1,prob-Q7-Name1,Ambiguous,prob-Q9-Name2,yes
"The sister-in-law sent Amanda some roses before she told her to buy lilies.
",Who told her to buy lilies?,the sister-in-law,Amanda,"William was told by Joshua that he exhilarated the saleswoman.
",Who exhilarated the saleswoman?,William,Joshua,"The sister-in-law was told by Amanda that the client appreciated her.
",Who did the client appreciate?,the sister-in-law,Amanda,"The sister-in-law was baked some egg tarts by Amanda after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Melissa was told by Jennifer that the father-in-law scared her.
",Who did the father-in-law scar?,Melissa,Jennifer,"The sister-in-law was texted by Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law wrote a letter to Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"The son was told by Robert that he embarrassed Brian.
",Who embarrassed Brian?,the son,Robert,"Matthew told Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,"Melissa told Jennifer that she flattered the father-in-law.
",Who flattered the father-in-law?,Melissa,Jennifer,def-Q0-Name2,prob-Q1-Name1,def-Q2-Name1,def-Q3-Name1,def-Q4-Name2,def-Q5-Name2,def-Q6-Name1,def-Q7-Name1,prob-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law sent Amanda some roses before she told her to buy lilies.
",Who told her to buy lilies?,the sister-in-law,Amanda,"William was told by Joshua that he exhilarated the saleswoman.
",Who exhilarated the saleswoman?,William,Joshua,"The sister-in-law was told by Amanda that the client appreciated her.
",Who did the client appreciate?,the sister-in-law,Amanda,"The sister-in-law was baked some egg tarts by Amanda after she told her to do so.
",Who told her to do so?,the sister-in-law,Amanda,"Melissa was told by Jennifer that the father-in-law scared her.
",Who did the father-in-law scar?,Melissa,Jennifer,"The sister-in-law was texted by Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,"The sister-in-law wrote a letter to Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"The son was told by Robert that he embarrassed Brian.
",Who embarrassed Brian?,the son,Robert,"Matthew told Joshua that he gratified the client.
",Who gratified the client?,Matthew,Joshua,"Melissa told Jennifer that she flattered the father-in-law.
",Who flattered the father-in-law?,Melissa,Jennifer,def-Q0-Name1,Ambiguous,prob-Q2-Name2,def-Q3-Name1,prob-Q4-Name2,prob-Q5-Name1,Ambiguous,prob-Q7-Name2,prob-Q8-Name2,$def-Q9-Name1,yes
"Matthew pinged Joshua because he was seeking advice.
",Who was seeking advice?,Matthew,Joshua,"The sister-in-law was rented a nice camera by Amanda before she bought one from her neighbor.
",Who bought one from her neighbor?,the sister-in-law,Amanda,"William told Joshua that the saleswoman needed him.
",Who did the saleswoman need?,William,Joshua,"Matthew was given some comic books by Joshua after he mentioned that he ate ten apples.
",Who mentioned that he ate ten apples?,Matthew,Joshua,"Matthew was given some coffee beans by Joshua before he started moving out.
",Who started moving out?,Matthew,Joshua,"Matthew told Joshua that he shocked the client.
",Who shocked the client?,Matthew,Joshua,"Matthew pinged Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa was told by Jennifer that she cheated on the father-in-law.
",Who cheated on the father-in-law?,Melissa,Jennifer,"Matthew told Joshua that he met the client.
",Who met the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she mentored the client.
",Who mentored the client?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name1,def-Q2-Name2,prob-Q3-Name1,prob-Q4-Name2,Ambiguous,prob-Q6-Name1,prob-Q7-Name1,def-Q8-Name1,prob-Q9-Name2,yes
"Matthew pinged Joshua because he was seeking advice.
",Who was seeking advice?,Matthew,Joshua,"The sister-in-law was rented a nice camera by Amanda before she bought one from her neighbor.
",Who bought one from her neighbor?,the sister-in-law,Amanda,"William told Joshua that the saleswoman needed him.
",Who did the saleswoman need?,William,Joshua,"Matthew was given some comic books by Joshua after he mentioned that he ate ten apples.
",Who mentioned that he ate ten apples?,Matthew,Joshua,"Matthew was given some coffee beans by Joshua before he started moving out.
",Who started moving out?,Matthew,Joshua,"Matthew told Joshua that he shocked the client.
",Who shocked the client?,Matthew,Joshua,"Matthew pinged Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa was told by Jennifer that she cheated on the father-in-law.
",Who cheated on the father-in-law?,Melissa,Jennifer,"Matthew told Joshua that he met the client.
",Who met the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she mentored the client.
",Who mentored the client?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name1,prob-Q2-Name2,prob-Q3-Name1,prob-Q4-Name1,prob-Q5-Name2,def-Q6-Name1,Ambiguous,prob-Q8-Name2,prob-Q9-Name1,yes
"Matthew pinged Joshua because he was seeking advice.
",Who was seeking advice?,Matthew,Joshua,"The sister-in-law was rented a nice camera by Amanda before she bought one from her neighbor.
",Who bought one from her neighbor?,the sister-in-law,Amanda,"William told Joshua that the saleswoman needed him.
",Who did the saleswoman need?,William,Joshua,"Matthew was given some comic books by Joshua after he mentioned that he ate ten apples.
",Who mentioned that he ate ten apples?,Matthew,Joshua,"Matthew was given some coffee beans by Joshua before he started moving out.
",Who started moving out?,Matthew,Joshua,"Matthew told Joshua that he shocked the client.
",Who shocked the client?,Matthew,Joshua,"Matthew pinged Joshua because he had been on leave for a long time.
",Who had been on leave for a long time?,Matthew,Joshua,"Melissa was told by Jennifer that she cheated on the father-in-law.
",Who cheated on the father-in-law?,Melissa,Jennifer,"Matthew told Joshua that he met the client.
",Who met the client?,Matthew,Joshua,"The sister-in-law was told by Amanda that she mentored the client.
",Who mentored the client?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name1,Ambiguous,Ambiguous,Ambiguous,prob-Q5-Name1,prob-Q6-Name2,prob-Q7-Name2,def-Q8-Name1,$def-Q9-Name1,yes
"Matthew emailed Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew was lent some money by Joshua before he asked him to do so.
",Who asked him to do so?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to apologize.
",Who wanted to apologize?,the sister-in-law,Amanda,"The sister-in-law bought Amanda a drink after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"Matthew was emailed by Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law was taught how to sing by Amanda before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"The son was told by Robert that he bewildered Brian.
",Who bewildered Brian?,the son,Robert,"The sister-in-law wrote a letter to Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"The son was told by Robert that he exhausted Brian.
",Who exhausted Brian?,the son,Robert,"The sister-in-law was texted by Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name1,def-Q2-Name2,def-Q3-Name2,prob-Q4-Name2,prob-Q5-Name2,prob-Q6-Name2,def-Q7-Name1,prob-Q8-Name2,def-Q9-Name2,yes
"Matthew emailed Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew was lent some money by Joshua before he asked him to do so.
",Who asked him to do so?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to apologize.
",Who wanted to apologize?,the sister-in-law,Amanda,"The sister-in-law bought Amanda a drink after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"Matthew was emailed by Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law was taught how to sing by Amanda before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"The son was told by Robert that he bewildered Brian.
",Who bewildered Brian?,the son,Robert,"The sister-in-law wrote a letter to Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"The son was told by Robert that he exhausted Brian.
",Who exhausted Brian?,the son,Robert,"The sister-in-law was texted by Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name1,def-Q2-Name2,prob-Q3-Name2,def-Q4-Name2,prob-Q5-Name1,prob-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name2,yes
"Matthew emailed Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew was lent some money by Joshua before he asked him to do so.
",Who asked him to do so?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to apologize.
",Who wanted to apologize?,the sister-in-law,Amanda,"The sister-in-law bought Amanda a drink after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"Matthew was emailed by Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law was taught how to sing by Amanda before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"The son was told by Robert that he bewildered Brian.
",Who bewildered Brian?,the son,Robert,"The sister-in-law wrote a letter to Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,"The son was told by Robert that he exhausted Brian.
",Who exhausted Brian?,the son,Robert,"The sister-in-law was texted by Amanda because she wanted to catch up.
",Who wanted to catch up?,the sister-in-law,Amanda,Ambiguous,def-Q1-Name1,prob-Q2-Name2,prob-Q3-Name2,prob-Q4-Name1,prob-Q5-Name1,prob-Q6-Name2,def-Q7-Name1,Ambiguous,$def-Q9-Name1,yes
"Matthew was left a voicemail by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"The son was told by Robert that he argued with Brian.
",Who argued with Brian?,the son,Robert,"Melissa was told by Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Matthew told Joshua that the client feared him.
",Who did the client fear?,Matthew,Joshua,"The sister-in-law built Amanda a snowman after she said she wanted to watch a movie.
",Who said she wanted to watch a movie?,the sister-in-law,Amanda,"Matthew was given a call by Joshua before he waited too long for the call.
",Who waited too long for the call?,Matthew,Joshua,"Matthew was told by Joshua that he promised the client.
",Who promised the client?,Matthew,Joshua,"The sister-in-law brought Amanda some flowers after she came back from school.
",Who came back from school?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a dictionary before she needed it.
",Who needed it?,the sister-in-law,Amanda,"Matthew was sent a gift by Joshua before he asked him not to do so.
",Who asked him not to do so?,Matthew,Joshua,Ambiguous,prob-Q1-Name2,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,prob-Q5-Name2,prob-Q6-Name1,prob-Q7-Name1,prob-Q8-Name2,prob-Q9-Name2,yes
"Matthew was left a voicemail by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"The son was told by Robert that he argued with Brian.
",Who argued with Brian?,the son,Robert,"Melissa was told by Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Matthew told Joshua that the client feared him.
",Who did the client fear?,Matthew,Joshua,"The sister-in-law built Amanda a snowman after she said she wanted to watch a movie.
",Who said she wanted to watch a movie?,the sister-in-law,Amanda,"Matthew was given a call by Joshua before he waited too long for the call.
",Who waited too long for the call?,Matthew,Joshua,"Matthew was told by Joshua that he promised the client.
",Who promised the client?,Matthew,Joshua,"The sister-in-law brought Amanda some flowers after she came back from school.
",Who came back from school?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a dictionary before she needed it.
",Who needed it?,the sister-in-law,Amanda,"Matthew was sent a gift by Joshua before he asked him not to do so.
",Who asked him not to do so?,Matthew,Joshua,Ambiguous,prob-Q1-Name1,def-Q2-Name1,Ambiguous,def-Q4-Name2,def-Q5-Name1,Ambiguous,def-Q7-Name1,prob-Q8-Name1,$def-Q9-Name1,yes
"Matthew was left a voicemail by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"The son was told by Robert that he argued with Brian.
",Who argued with Brian?,the son,Robert,"Melissa was told by Jennifer that the father-in-law valued her.
",Who did the father-in-law value?,Melissa,Jennifer,"Matthew told Joshua that the client feared him.
",Who did the client fear?,Matthew,Joshua,"The sister-in-law built Amanda a snowman after she said she wanted to watch a movie.
",Who said she wanted to watch a movie?,the sister-in-law,Amanda,"Matthew was given a call by Joshua before he waited too long for the call.
",Who waited too long for the call?,Matthew,Joshua,"Matthew was told by Joshua that he promised the client.
",Who promised the client?,Matthew,Joshua,"The sister-in-law brought Amanda some flowers after she came back from school.
",Who came back from school?,the sister-in-law,Amanda,"The sister-in-law gave Amanda a dictionary before she needed it.
",Who needed it?,the sister-in-law,Amanda,"Matthew was sent a gift by Joshua before he asked him not to do so.
",Who asked him not to do so?,Matthew,Joshua,prob-Q0-Name2,prob-Q1-Name1,Ambiguous,def-Q3-Name1,prob-Q4-Name2,prob-Q5-Name2,prob-Q6-Name2,prob-Q7-Name2,prob-Q8-Name1,prob-Q9-Name1,yes
"Kimberly was told by the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law taught Amanda how to sing before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"Matthew was told by Joshua that he vexed the client.
",Who vexed the client?,Matthew,Joshua,"Matthew told Joshua that the client calmed him.
",Who did the client calm?,Matthew,Joshua,"Matthew emailed Joshua because he was looking for suggestions.
",Who was looking for suggestions?,Matthew,Joshua,"Matthew was bought a painting by Joshua after he requested a gift at the gallery.
",Who requested a gift at the gallery?,Matthew,Joshua,"Matthew pinged Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law told Amanda that the client cherished her.
",Who did the client cherish?,the sister-in-law,Amanda,"Matthew played Joshua a video after he asked for more evidence.
",Who asked for more evidence?,Matthew,Joshua,"The sister-in-law was given a dictionary by Amanda before she left the classroom.
",Who left the classroom?,the sister-in-law,Amanda,Ambiguous,prob-Q1-Name2,prob-Q2-Name1,prob-Q3-Name1,Ambiguous,prob-Q5-Name2,prob-Q6-Name1,def-Q7-Name1,Ambiguous,prob-Q9-Name1,yes
"Kimberly was told by the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law taught Amanda how to sing before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"Matthew was told by Joshua that he vexed the client.
",Who vexed the client?,Matthew,Joshua,"Matthew told Joshua that the client calmed him.
",Who did the client calm?,Matthew,Joshua,"Matthew emailed Joshua because he was looking for suggestions.
",Who was looking for suggestions?,Matthew,Joshua,"Matthew was bought a painting by Joshua after he requested a gift at the gallery.
",Who requested a gift at the gallery?,Matthew,Joshua,"Matthew pinged Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law told Amanda that the client cherished her.
",Who did the client cherish?,the sister-in-law,Amanda,"Matthew played Joshua a video after he asked for more evidence.
",Who asked for more evidence?,Matthew,Joshua,"The sister-in-law was given a dictionary by Amanda before she left the classroom.
",Who left the classroom?,the sister-in-law,Amanda,def-Q0-Name2,def-Q1-Name1,prob-Q2-Name1,prob-Q3-Name1,def-Q4-Name1,def-Q5-Name1,prob-Q6-Name2,def-Q7-Name2,def-Q8-Name2,prob-Q9-Name2,yes
"Kimberly was told by the aunt that she apologized to the granddaughter.
",Who apologized to the granddaughter?,Kimberly,the aunt,"The sister-in-law taught Amanda how to sing before she decided to start a new career later in her life.
",Who decided to start a new career later in her life?,the sister-in-law,Amanda,"Matthew was told by Joshua that he vexed the client.
",Who vexed the client?,Matthew,Joshua,"Matthew told Joshua that the client calmed him.
",Who did the client calm?,Matthew,Joshua,"Matthew emailed Joshua because he was looking for suggestions.
",Who was looking for suggestions?,Matthew,Joshua,"Matthew was bought a painting by Joshua after he requested a gift at the gallery.
",Who requested a gift at the gallery?,Matthew,Joshua,"Matthew pinged Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law told Amanda that the client cherished her.
",Who did the client cherish?,the sister-in-law,Amanda,"Matthew played Joshua a video after he asked for more evidence.
",Who asked for more evidence?,Matthew,Joshua,"The sister-in-law was given a dictionary by Amanda before she left the classroom.
",Who left the classroom?,the sister-in-law,Amanda,def-Q0-Name2,def-Q1-Name1,def-Q2-Name1,def-Q3-Name1,prob-Q4-Name1,def-Q5-Name1,prob-Q6-Name2,prob-Q7-Name2,def-Q8-Name2,$def-Q9-Name1,yes
"Melissa told Jennifer that she confused the father-in-law.
",Who confused the father-in-law?,Melissa,Jennifer,"Matthew was sent the report by Joshua before he reminded him to submit one.
",Who reminded him to submit one?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"Matthew brought Joshua some cookies after he said that he had finished the exam.
",Who said that he had finished the exam?,Matthew,Joshua,"Matthew sent a message to Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was made a cake by Amanda after she went back home.
",Who went back home?,the sister-in-law,Amanda,"Matthew taught Joshua how to shop for the cheapest books before he washed the dishes.
",Who washed the dishes?,Matthew,Joshua,"The sister-in-law was told by Amanda that she thanked the client.
",Who thanked the client?,the sister-in-law,Amanda,"Matthew was pinged by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew told Joshua that he scolded the client.
",Who scolded the client?,Matthew,Joshua,prob-Q0-Name2,def-Q1-Name1,def-Q2-Name2,prob-Q3-Name2,def-Q4-Name1,Ambiguous,Ambiguous,def-Q7-Name2,Ambiguous,$def-Q9-Name1,yes
"Melissa told Jennifer that she confused the father-in-law.
",Who confused the father-in-law?,Melissa,Jennifer,"Matthew was sent the report by Joshua before he reminded him to submit one.
",Who reminded him to submit one?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"Matthew brought Joshua some cookies after he said that he had finished the exam.
",Who said that he had finished the exam?,Matthew,Joshua,"Matthew sent a message to Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was made a cake by Amanda after she went back home.
",Who went back home?,the sister-in-law,Amanda,"Matthew taught Joshua how to shop for the cheapest books before he washed the dishes.
",Who washed the dishes?,Matthew,Joshua,"The sister-in-law was told by Amanda that she thanked the client.
",Who thanked the client?,the sister-in-law,Amanda,"Matthew was pinged by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew told Joshua that he scolded the client.
",Who scolded the client?,Matthew,Joshua,def-Q0-Name2,prob-Q1-Name1,Ambiguous,def-Q3-Name2,def-Q4-Name1,prob-Q5-Name1,prob-Q6-Name2,def-Q7-Name2,Ambiguous,prob-Q9-Name2,yes
"Melissa told Jennifer that she confused the father-in-law.
",Who confused the father-in-law?,Melissa,Jennifer,"Matthew was sent the report by Joshua before he reminded him to submit one.
",Who reminded him to submit one?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she wanted to ask a question.
",Who wanted to ask a question?,the sister-in-law,Amanda,"Matthew brought Joshua some cookies after he said that he had finished the exam.
",Who said that he had finished the exam?,Matthew,Joshua,"Matthew sent a message to Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,"The sister-in-law was made a cake by Amanda after she went back home.
",Who went back home?,the sister-in-law,Amanda,"Matthew taught Joshua how to shop for the cheapest books before he washed the dishes.
",Who washed the dishes?,Matthew,Joshua,"The sister-in-law was told by Amanda that she thanked the client.
",Who thanked the client?,the sister-in-law,Amanda,"Matthew was pinged by Joshua because he is moving abroad soon.
",Who is moving abroad soon?,Matthew,Joshua,"Matthew told Joshua that he scolded the client.
",Who scolded the client?,Matthew,Joshua,Ambiguous,Ambiguous,def-Q2-Name1,Ambiguous,Ambiguous,Ambiguous,Ambiguous,prob-Q7-Name1,def-Q8-Name2,prob-Q9-Name1,yes
"The sister-in-law told Amanda that she unnerved the client.
",Who unnerved the client?,the sister-in-law,Amanda,"Matthew told Joshua that the client deified him.
",Who did the client deify?,Matthew,Joshua,"Matthew told Joshua that the client adored him.
",Who did the client adore?,Matthew,Joshua,"Kimberly told the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"Melissa told Jennifer that she aggrieved the father-in-law.
",Who aggrieved the father-in-law?,Melissa,Jennifer,"Matthew was left a voicemail by Joshua because he wanted to ask a question.
",Who wanted to ask a question?,Matthew,Joshua,"The sister-in-law told Amanda that she preferred the client.
",Who preferred the client?,the sister-in-law,Amanda,"The sister-in-law was sent a message by Amanda before she reached the library.
",Who reached the library?,the sister-in-law,Amanda,"The son told Robert that he hit Brian.
",Who hit Brian?,the son,Robert,prob-Q0-Name2,Ambiguous,prob-Q2-Name2,def-Q3-Name1,def-Q4-Name1,prob-Q5-Name2,def-Q6-Name2,def-Q7-Name1,prob-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law told Amanda that she unnerved the client.
",Who unnerved the client?,the sister-in-law,Amanda,"Matthew told Joshua that the client deified him.
",Who did the client deify?,Matthew,Joshua,"Matthew told Joshua that the client adored him.
",Who did the client adore?,Matthew,Joshua,"Kimberly told the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"Melissa told Jennifer that she aggrieved the father-in-law.
",Who aggrieved the father-in-law?,Melissa,Jennifer,"Matthew was left a voicemail by Joshua because he wanted to ask a question.
",Who wanted to ask a question?,Matthew,Joshua,"The sister-in-law told Amanda that she preferred the client.
",Who preferred the client?,the sister-in-law,Amanda,"The sister-in-law was sent a message by Amanda before she reached the library.
",Who reached the library?,the sister-in-law,Amanda,"The son told Robert that he hit Brian.
",Who hit Brian?,the son,Robert,Ambiguous,prob-Q1-Name1,def-Q2-Name1,Ambiguous,prob-Q4-Name2,def-Q5-Name1,Ambiguous,prob-Q7-Name2,prob-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law told Amanda that she unnerved the client.
",Who unnerved the client?,the sister-in-law,Amanda,"Matthew told Joshua that the client deified him.
",Who did the client deify?,Matthew,Joshua,"Matthew told Joshua that the client adored him.
",Who did the client adore?,Matthew,Joshua,"Kimberly told the aunt that the granddaughter talked to her.
",Who did the granddaughter talk to?,Kimberly,the aunt,"The sister-in-law contacted Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"Melissa told Jennifer that she aggrieved the father-in-law.
",Who aggrieved the father-in-law?,Melissa,Jennifer,"Matthew was left a voicemail by Joshua because he wanted to ask a question.
",Who wanted to ask a question?,Matthew,Joshua,"The sister-in-law told Amanda that she preferred the client.
",Who preferred the client?,the sister-in-law,Amanda,"The sister-in-law was sent a message by Amanda before she reached the library.
",Who reached the library?,the sister-in-law,Amanda,"The son told Robert that he hit Brian.
",Who hit Brian?,the son,Robert,prob-Q0-Name2,prob-Q1-Name2,prob-Q2-Name2,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name2,def-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"Matthew told Joshua that the client disgusted him.
",Who did the client disgust?,Matthew,Joshua,"The sister-in-law contacted Amanda because she is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,the sister-in-law,Amanda,"Melissa told Jennifer that she distrusted the father-in-law.
",Who distrusted the father-in-law?,Melissa,Jennifer,"The sister-in-law told Amanda that she misguided the client.
",Who misguided the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he reassured the client.
",Who reassured the client?,Matthew,Joshua,"William told Joshua that he found the saleswoman.
",Who found the saleswoman?,William,Joshua,"Kimberly was told by the aunt that she fascinated the granddaughter.
",Who fascinated the granddaughter?,Kimberly,the aunt,"The sister-in-law was given a slice of chocolate cake by Amanda after she went for a tour.
",Who went for a tour?,the sister-in-law,Amanda,"Matthew was told by Joshua that the client debated with him.
",Who did the client debate with?,Matthew,Joshua,"Matthew was emailed by Joshua because he wanted to get some clarification.
",Who wanted to get some clarification?,Matthew,Joshua,def-Q0-Name1,Ambiguous,def-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,def-Q7-Name1,def-Q8-Name2,def-Q9-Name2,yes
